Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Iris,Australia,Deluxe King Room with Harbour View,1 night,"
September","2020
", 9.0 ,"Great location, real value for money.",The pillows were too soft,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Hoang,Australia,Deluxe King Room with Harbour View,1 night,"
August","2020
", 10 ,"Excellent customer service, cleanliness of room and superb view of the harbour",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Kallan,Australia,Deluxe King Room with City View,1 night,"
September","2020
", 9.0 ,The view and the clean room. Very comfy bed had a great time plus the 12pm check out and $15 parking around the corner,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Kelly,United Kingdom,Deluxe King Room with City View,1 night,"
August","2020
", 10 ,"I stayed overnight for my birthday in August. The staff did an excellent job and made this a very special and memorable trip for me. The procedures implemented for covid did not cause any disruption to my stay and the environment felt very safe and it was comforting to see safety was a priority. 
Will definitely be coming back to stay again!",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Michelle,Australia,Premier King Room with City View,2 nights,"
September","2020
", 10 ,The whole experience was wonderful. The staff were friendly and helpful. The room was comfortable and very spacious; and the view was incredible.,Nothing!,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Lee,Australia,Deluxe King Room with City View,1 night,"
September","2020
", 10 ,"Four Seasons is in an awsome location. 
The staff are friendly, helpful, and very professional.
The light rail goes past the front door.",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Emma,Australia,Deluxe King Room with City View,1 night,"
August","2020
", 10 ,"Views. 
Service 
Cleanliness.",Nothing,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Lisa,Australia,Deluxe King Room with Harbour View,1 night,"
September","2020
", 10 ,Everything just perfect,Nothing worry with it,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Hiromi,Australia,Deluxe King Room with Harbour View,1 night,"
September","2020
", 10 ,"Nice location, nice view and nice staff. Also it was COVID safe environment.",Nothing,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Shy,Australia,Four Seasons Full Harbour King Room,2 nights,"
September","2020
", 10 ,"The location is great, valet is good, the room was amazing and the view from our Deluxe King Full Harbour room was incredible. The breakfast included in our room rate was delicious, we were well taken care of by all of the staff including the Housekeeping, Laundry, Shoe shining, Valet.. there was an iPad to be able to put through requests, the room was perfect, we were very lucky to have an amazing cheese plate and cookies and milk upon arrival as we were celebrating, complimentary waters were a great touch. Awesome all round!!",The pool and spa were a lovely temperature however there were a few leaves and bugs and there isn’t a view of the beautiful city or landmarks.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Stanley,Egypt,Deluxe King Room with City View,1 night,"
September","2020
", 10 ,"The property was great! So clean, so nice!",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Amanda,New Zealand,Deluxe King Room with Harbour View,1 night,"
September","2020
", 10 ,"Amazing location stunning view of opera house and bridge loved the window seat 
The bed was amazingly comfortable service was great
Can’t wait to stay again !",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Lucy,Australia,Deluxe Partial Harbour Room - Two Twin Beds,2 nights,"
September","2020
", 10 ,We loved the room and the luxurious feel to it!,Our breakfast we ordered this morning took 45 minutes before we got a call that it would take another 30 minutes. We would have preferred to has an estimated time of arrival prior to confirming the order.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Keelan,Australia,Four Seasons Full Harbour King Room,1 night,"
September","2020
", 10 ,"Beautiful views, friendly stuff, clean rooms. Very comfortable and memorable stay",Nothing,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Patrick,Australia,Deluxe King Room with City View,1 night,"
September","2020
", 10 ,The location was perfect the view was amazing we will be staying there again staff where very good had every done and ready for us friendly 10/10,Nothing to be fixed was all good,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Debby,Australia,Deluxe King Room with City View,1 night,"
September","2020
", 10 ,"It was perfect. The staff were so warm, helpful, and very friendly. Food was exceptional.","Nothing. Everything was perfect. The staff, the food, the rooms, the location.",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Leasha,Australia,Deluxe King Room with City View,1 night,"
September","2020
", 10 ,"Room,view,facilities. Very comfortable bed. Can't fault it. Will definitely be back.","The menu needs to be more extensive for room service. Also the cocktail menu was limited. 
Food and drink a bit expensive also, I would have purchased more food and drink if the cost was lower.",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Peter,Australia,Premier King Room with City View,3 nights,"
September","2020
", 10 ,The room was incredible. Location is convenient.,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,John,Australia,Deluxe King Room with City View,2 nights,"
September","2020
", 10 ,Room and view,Additional charges for parking,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Natasha,Australia,Deluxe King Room with City View,1 night,"
September","2020
", 8.0 ,Everything was clean and quiet,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Andrew,Australia,Deluxe King Room with Harbour View,1 night,"
September","2020
", 10 ,Service and location,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Megan,Australia,Premier Opera Room,1 night,"
September","2020
", 10 ,The bed was exceptional. Our view was incredible and the standard of the room as a whole exceeded our expectations.,N/a,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Charlotte,Australia,Deluxe King Room with City View,1 night,"
September","2020
", 10 ,Very good,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Vanessa,Australia,Deluxe Twin Room with Harbour View,1 night,"
August","2020
", 10 ,"Fantastic view, super friendly staff & magnificent food.",None,en-us
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Anna,Australia,Deluxe King Room with Harbour View,1 night,"
September","2020
", 10 ,Love the view and how comfortable the bed is. Amenities was amazing as well,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Mohamed,Australia,Premier King Room with City View,1 night,"
September","2020
", 10 ,"The cleanliness of the room was exceptional, the staff at the reception were warmly welcoming, especially Ms Mai at the reception, I would like to greet her for her attitude.",Nothing could be better :),en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Darren,Australia,Deluxe King Room with Harbour View,1 night,"
September","2020
", 10 ,Perfect view and bed was very comfortable,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Amir,Australia,Premier King Room with City View,1 night,"
September","2020
", 10 ,We went to this hotel with my girlfriend to celebrate our friendship and we were completely happy with this decision. The staff was very friendly. They were very polite and they did their best to make the best experience for us. The bed was super comfortable and the view was astonishing. All the facilities and the managerial team show that they respect their guests a lot. I became a big fan of them.,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Matthew,Australia,Deluxe King Room with Harbour View,1 night,"
September","2020
", 10 ,The room was very fresh and elegant. I have found some branded hotels can be quite dated when you look around at the walls etc. it was certainly not the case here I was very impressed !,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Megan,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
September","2020
", 10 ,"Our stay was amazing we had such a lovely time, with amazing view of the harbour.",The food was quite overpriced but was delicious.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Joanne,Australia,Deluxe King Room with Harbour View,1 night,"
September","2020
", 10 ,Exceptional service and amazing views,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Mr,Australia,Deluxe King Room with Harbour View,1 night,"
September","2020
", 8.0 ,The harbourside view. Can see the bridge and opera house.,"Need a logo or arrow ( Four seasons hotel)at the entrance driveway, i drove past it and had to do a u turn. Even my uber driver miss it.  Other than that, everything ok.",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Alison,Australia,Four Seasons Full Harbour King Room,1 night,"
September","2020
", 10 ,"The room was spacious clean and amazing.
Views spectacular. We had a toddler with us and they brought us in a microwave which was so helpful with heating up her food for our stay.
Valet service impeccable.",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Dayle,Australia,Deluxe Partial Harbour Room (1 King Size Bed),2 nights,"
September","2020
", 10 ,"Great location, very friendly staff and lovely clean and comfortable room","Nothing, it was a fabulous stay",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,L,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
September","2020
", 10 ,"Loved everything about my stay. The room service options were amazing! The portions were great and taste was incredible! Staff were so friendly and room service came right on time, not a minute later. The beds were so soft and comfortable, and the body wash and toiletries smelt so amazing! Loved the lighting option throughout the room. Would 100% recommend !!",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Jengold,Australia,Deluxe King Room with Harbour View,1 night,"
August","2020
", 10 ,None,"My husband and I had a faulous stay.
Staff were very helpful and frendly.
The room was comfortable and the harbour view was spectacular.
The restaurant we had dinner at was walking distance from Hotel.
Covid policies were in place which made us feel safe.",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Mark,Australia,Deluxe King Room with City View,1 night,"
September","2020
", 8.0 ,Locality,$,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Belinda,Australia,Deluxe King Room with Harbour View,1 night,"
September","2020
", 10 ,"Everything, customer service is next level, everywhere from outside foyer, inside foyer & rooms were immaculate. Rooms are extremely comfortable and good sizing.",Couldn't fault a thing,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Alexander,Australia,Deluxe King Room with City View,1 night,"
September","2020
", 10 ,"I am young, and everyone attending was over 20 years older than me, I go to hotels often with my girlfriend, and have been treated like a minor. But the professional manner I was addressed with, was beyond my expectations! I am highly impressed with the staffs attitude, the cleanliness and the comfort of the room.",Null.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Ingrid,Australia,Deluxe King Room with Harbour View,1 night,"
September","2020
", 10 ,"The location was amazing, staff were friendly and welcoming. The breakfast was lovely",The breakfast was a little over priced,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Christina,Australia,Deluxe King Room with City View,4 nights,"
September","2020
", 10 ,"Love the central location, best hotel bed I’ve ever slept in and my room was so clean.","Room and bathroom were too small for the price. 
Parking and movies were overpriced.",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Amelia,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
September","2020
", 10 ,Amazing views and the bed was so comfortable,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Starkie-robertson,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
September","2020
", 9.0 ,The kids slippers super cool ðŸ˜Ž,None,en-us
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Jo,Australia,Deluxe King Room with Harbour View,2 nights,"
September","2020
", 10 ,Located near The rocks District was easy walk to the Harbour and public transport. We had a Harbour view Room which did not disappoint! Breakfast was very good adapting to this Covid Season and the measures in place by the Hotel in regard to health and safety were outstanding.,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Danielle,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
September","2020
", 8.0 ,"Comfort , relaxing ,views",More breakfast options and a halal menu would be awesome,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,James,Australia,Four Seasons Full Harbour King Room,1 night,"
September","2020
", 10 ,"Room 15 Level 17, best room I have ever stayed in. Location was in my opinion, the best in the world. Bed comfort was exceptional.",Nothing.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Allan,Australia,Deluxe King Room with City View,2 nights,"
September","2020
", 10 ,If you want to be spoiled - this is the place to be. The best bed. Best pillows. Location is amazing. Ask and you shall receive - awesome staff - loved it.,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Minoush,Australia,Deluxe King Room with Harbour View,1 night,"
September","2020
", 8.0 ,Astonishing view,Did not have a tooth brush or paste in room. Old furnishings in lobby and common area.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Bronwyn,Australia,Deluxe Twin Room with City View,1 night,"
September","2020
", 10 ,"amazing service as always, so comfortable, all fantastic",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Madi,Australia,Deluxe King Room with Harbour View,1 night,"
September","2020
", 8.0 ,Loved the view and room layout,Room was over priced and the pillows werenâ€™t comfortable,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Amy,Australia,Deluxe Twin Room with Harbour View,1 night,"
September","2020
", 10 ,Luxurious,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Melanie,Australia,Deluxe King Room with Harbour View,1 night,"
September","2020
", 8.0 ,"Room 3114 - Gorgeous view.  I could look out that window for days and days and days.  Always something new to see, rain or shine.  The window seat is the best place to be.  Friendly staff, all extremely pleasant despite all the extra COVID precautions they are required to oversee.","My personal preference is for a very firm bed, so it was all too squishy and pillows were too soft for my liking, but I'm sure 90% of people would disagree with me.  Don't be silly like me and not realise there is a blockout blind as well as a half see-through blind if you really want to sleep through sunrise.  However the sunrise is spectacular!",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Glenn,Australia,Deluxe King Room with Harbour View,2 nights,"
September","2020
", 10 ,"Friendly, helpful staff who helped us celebrate our 25th wedding anniversary. Nothing was too much trouble. Love, love loved our stay!!",There was nothing that we didn't like about our stay. Wearing a mask in public areas was a nuisance but we completely understood and respected these procedures.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Jaimee,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
September","2020
", 10 ,Bed was so comfy didn’t want to leave it,Nothing,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Brian,Australia,Deluxe Full Harbour Room - Mobility Access,1 night,"
September","2020
", 10 ,"Great location, best view in the world. Very well appointed room.",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,David,Australia,Deluxe Twin Room with City View,3 nights,"
August","2020
", 10 ,The location was right in the middle of the city with spectacular views of the harbour.,Better check in times,en-us
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Mahta,Australia,Four Seasons Full Harbour King Room,1 night,"
August","2020
", 10 ,It was clean and very well presented,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Dine,Australia,Deluxe King Room with Harbour View,2 nights,"
September","2020
", 8.0 ,The view and position my room was excellent. The COVID testing measures is fantastic how staff are carrying this out.,Parking Costs need to be addressed as Hotel wanted to charge me $69.00 /Day. Wilson Parking in Harrington Street directly behind i obtained 2 days weekend rate for $70 in Total?????,en-us
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Lauren,Australia,Deluxe Twin Room with Harbour View,1 night,"
September","2020
", 10 ,"I was staying at the Four Seasons as a celebration with my best friend. I have recently been through major spinal surgery and now I have recovered we decided to have a girls night away in luxury. I called ahead to the hotel and asked them for an early check in as we would have bags with us and I cannot carry them due to my back condition. The hotel were very obliging and said that was not a problem. They asked what the occasion was that we were staying and I explained the situation. On arrival, when we were checking in, the Manager of the hotel, Mitchell approached me and personally welcomed me to the hotel and said that if there was anything I needed to let him know. This was a lovely welcome. Then when we entered the room, the staff had a bottle of bubbles on ice for us and a card to say Get Well. This was such a lovely thought and I was very touched by the hotels kindness. Throughout our stay I was asked many times if I was OK which again showed that they cared. I would definitely recommend staying at The Four Seasons",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Leah,Australia,Four Seasons Full Harbour King Room,1 night,"
September","2020
", 10 ,My husband I stayed for the night for our first wedding anniversary. It was absolutely perfect. The room met all expectations. I would happily pay and stay another weekend. Looking forward to coming back.,Couldn’t fault.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Tj,Australia,Deluxe King Room with Harbour View,1 night,"
September","2020
", 10 ,"Great rooms, great view, great room service, great facilities",Bath was tiny,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Rachel,Australia,Deluxe King Room with City View,1 night,"
September","2020
", 8.0 ,The room was well appointed and very clean,The bed was way to soft however the linen was lovely.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Linda,Australia,Deluxe King Room with City View,1 night,"
September","2020
", 9.0 ,"The room was ready early which was lovely, I was left a lovely little piece of birthday cake, along with a birthday message  - the staff at the desk where so polite and friendly the location was awesome the bed and the pillows outstanding","the breakfast, poor choice and seriously over priced - maybe take onboard a lot of people travel with young adults and children, most of the food on the menu for breakfast was not appealing at all",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Margaret,United Kingdom,Deluxe King Room with City View,1 night,"
August","2020
", 10 ,None,THE BEST HOTEL IVE EVER STAYED IN,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Sarah,Australia,Deluxe King Room with City View,1 night,"
September","2020
", 10 ,Great location and modern rooms. Worth the price!!,Nothing.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Rhiannon,Australia,Premier Opera Room,1 night,"
September","2020
", 10 ,None,The food was very expensive for what it was,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Brett,Australia,Deluxe King Room with City View,1 night,"
September","2020
", 10 ,"Staff very attentive. Surprised us with champagne for our anniversary , very nice !  Restaurant for dinner was awesome (we have eaten at most best restaurants in Australia and overseas) 
Could not fault the place at all !",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Katie,Australia,Deluxe King Room with Harbour View,1 night,"
September","2020
", 9.0 ,Rooms and the view,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Joanne,Australia,Four Seasons Full Harbour King Room,1 night,"
September","2020
", 10 ,Location,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Lauren,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
September","2020
", 10 ,"Location, view, outdoor heated pool with large area to relax, room was spacious and very comfortable bed. 
Service was fantastic and covid safety measures upheld at all times, making you feel safe and comfortable.","Only smoking area is out the front of hotel on the street. 
No other option or area.",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Joseph,Australia,Deluxe King Room with City View,2 nights,"
September","2020
", 8.0 ,"Very clean, accomodating staff, love the wifi tech in the room, for example order room service by tablet, Chromecast connectivity with my iphone and iPad.👍🏽👍🏽...liked the room service dinners we ordered.",All good.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Jason,Australia,Premier King Room with City View,1 night,"
September","2020
", 10 ,Fantastic service. Very professional and even had a free bottle of wine in the room!!,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Kerry,Australia,Premier King Room with City View,1 night,"
September","2020
", 9.6 ,None,The guy managing the door around midnight wasn’t nice,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Jeremy,Australia,Four Seasons Full Harbour King Room,1 night,"
August","2020
", 10 ,"Everything, reception was great,  room service was perfectly on time.",Literally nothing I  can say,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Grace,Australia,Four Seasons Full Harbour King Room,1 night,"
September","2020
", 10 ,"great view, room and food",nothing,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Anaan,Australia,Deluxe King Room with Harbour View,1 night,"
August","2020
", 10 ,Went for my 20 anniversary with my beautiful wife think the harbour view was either the Oprah house or the harbour bridge but we were even happier to see the room had the two there as they mentioned on there web site. Will get that room again for sure. Trust me the morning sunrise wake is one of the best I have seen behind the Oprah house out on the horizon,Loved it all,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Celeste,Australia,Deluxe Twin Room with Harbour View,1 night,"
June","2020
", 10 ,Amazing view,Extremely long checkin due to restrictions,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Anna,Australia,Four Seasons Full Harbour King Room,2 nights,"
September","2020
", 10 ,The view was breathtaking from our room and the breakfast was so delicious with a lot of options.,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Mayu,Australia,Four Seasons Full Harbour King Room,1 night,"
August","2020
", 9.0 ,The amazing view,The breakfast was ok,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Robyn,Australia,Deluxe King Room with Harbour View,1 night,"
August","2020
", 10 ,The Hotel manager wrote a personal birthday message to me and had a fruit platter there on arrival (which accounted for our dietary requirements.  The view was spectacular !,The bathroom was small,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Leearna,Australia,Four Seasons Full Harbour King Room,1 night,"
August","2020
", 10 ,"Staff, view, location.",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Henry,Australia,Deluxe King Room with City View,2 nights,"
August","2020
", 10 ,"Everything about our stay at the Four Seasons was amazing, from the free upgrade upon check in, to the view and amenities, to the plushness of the bed and the cleanliness of the room, the excellent quality of the room service food and the excellent bar 'Grain' adjoined to the main lobby, our stay was second to none.","Everything was fantastic, nothing to complain about here.",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Lydia,Australia,Deluxe King Room with Harbour View,1 night,"
August","2020
", 10 ,"Very comfortable bed, very spacious room, incredible view. Breakfast was delicious and staff were very helpful.",Nothing,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Paul,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
August","2020
", 10 ,OPULENT - amazing views; room was impeccable. Everything screamed a luxury experience. The best location.,Again - check-in needs to update to modern times - how many people use ApplePay now? Why the need to get people's bank info etc? Also the info provided by Booking.Com wasn't taken and I again had to provide it which is frustrating.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Marie,Australia,Deluxe King Room with Harbour View,1 night,"
August","2020
", 10 ,None,Just that I felt there’s not enough seats/sunbeds at the pool.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Emma,Australia,Deluxe King Room with City View,1 night,"
August","2020
", 10 ,Everything was perfect from the staff to the breakfast hand sanitiser everywhere and masks worn,All perfect,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Alison,Australia,Deluxe King Room with City View,1 night,"
August","2020
", 10 ,The room service guy was so lovely.,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,David,Australia,Premier Partial Harbour King Room,1 night,"
August","2020
", 10 ,None,"I didn’t like the way Booking.com stuffed up my room.
If it wasn’t for the Manager on Duty i was walking off with a full refund.",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Michael,Australia,Premier Opera Room,1 night,"
August","2020
", 10 ,The view,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Stephen,United Kingdom,Deluxe King Room with Harbour View,1 night,"
August","2020
", 10 ,Amazing views and top amenities.,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Jelena,Australia,One-Bedroom City Suite,2 nights,"
August","2020
", 9.0 ,"Location was perfect for around the Rocks area of Sydney and only a short walk to Pitt St Mall, about 1 km.
Breakfast was good as the menu was limited due to COVID but the smashed avo and goats cheese was nice. Very busy for breakfast on the weekend, more quiter during weekday. 
Staff were all nice, consistent and the Hotel took multiple COVID safety measures which was good to see.","I think the place definately needs updating - the lobby etc. Its becoming worn out but regardless, the stay was nice and staff were great.",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Jeff,Australia,Four Seasons Full Harbour King Room,1 night,"
August","2020
", 10 ,Amazing Veiws,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Melanie,Australia,Deluxe King Room with City View,1 night,"
August","2020
", 10 ,Everything,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,匿名lisa,Australia,Deluxe King Room with Harbour View,1 night,"
August","2020
", 10 ,All satisfied The sea view is first-class☺️,Very happy☺️,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Paul,Australia,Deluxe King Room with Harbour View,1 night,"
August","2020
", 10 ,"View was magic. Newly renovated rooms were beautiful. Comfortable. The bed was like a cloud. It was our anniversary and Hotel Manager Marie-Laure Fleury made sure we were welcomed with a nice bottle of champagne, and a lovely personally handwritten note. Our request for a higher room was also accommodated, which my wife and I appreciated greatly.",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Ebanny,Australia,Deluxe King Room with Harbour View,1 night,"
August","2020
", 10 ,"The staff were amazing, so welcoming and polite.
The view was exceptional and the bed was just as good",None,en
